activa,direccion,ciudad,estado,zip,habitaciones,banos,pies_cuadrados,descripcion_es,descripcion_en,link_zillow,fotos
si,5903 Jessamine Ln,Louisville,KY,40258,3,1,2268,"Casa ranch de piedra en lote amplio con cocina renovada.","Classic stone ranch on a large corner lot with an updated kitchen.","https://www.zillow.com/homedetails/5903-Jessamine-Ln-Louisville-KY-40258/73561400_zpid/","pegar links de fotos separados por coma"
